"No.","Time","Source","Destination","Protocol","Length","Info"
"5138","189.216245","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5139","189.228940","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5140","189.436018","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5141","189.449304","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5143","189.524199","192.168.0.185","192.168.0.1","DNS","75","Standard query 0x4ce0 A ssl.gstatic.com"
"5144","189.525054","192.168.0.185","192.168.0.1","DNS","75","Standard query 0x1c36 HTTPS ssl.gstatic.com"
"5145","189.533784","172.64.155.209","192.168.0.185","TLSv1.3","677","Application Data"
"5146","189.533784","172.64.155.209","192.168.0.185","TLSv1.3","89","Application Data"
"5147","189.533784","172.64.155.209","192.168.0.185","TLSv1.3","85","Application Data"
"5148","189.533784","172.64.155.209","192.168.0.185","TCP","85","[TCP Retransmission] 443  >  53668 [PSH, ACK] Seq=2571 Ack=9594 Win=90112 Len=31"
"5149","189.533889","192.168.0.185","172.64.155.209","TCP","66","53668  >  443 [ACK] Seq=9594 Ack=2602 Win=130816 Len=0 SLE=2571 SRE=2602"
"5150","189.535850","192.168.0.1","192.168.0.185","DNS","91","Standard query response 0x4ce0 A ssl.gstatic.com A 142.250.195.163"
"5151","189.535850","192.168.0.1","192.168.0.185","DNS","132","Standard query response 0x1c36 HTTPS ssl.gstatic.com SOA ns1.google.com"
"5152","189.537592","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=894cd5efd18f425e, PKN: 1, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING"
"5153","189.537709","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=894cd5efd18f425e, PKN: 2, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO"
"5154","189.537976","192.168.0.185","142.250.195.163","QUIC","123","0-RTT, DCID=894cd5efd18f425e"
"5155","189.538401","192.168.0.185","142.250.195.163","QUIC","601","0-RTT, DCID=894cd5efd18f425e"
"5156","189.541274","142.250.195.163","192.168.0.185","QUIC","82","Initial, SCID=e94cd5efd18f425e, PKN: 1, ACK"
"5157","189.541274","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=e94cd5efd18f425e, PKN: 2, ACK, PADDING"
"5158","189.545716","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=e94cd5efd18f425e, PKN: 6, PADDING, PING, PADDING"
"5159","189.548276","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=e94cd5efd18f425e, PKN: 3, ACK, PADDING"
"5160","189.561585","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=e94cd5efd18f425e, PKN: 8, PADDING, PING, PADDING"
"5161","189.564226","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=e94cd5efd18f425e, PKN: 4, ACK, PADDING"
"5162","189.574136","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=e94cd5efd18f425e, PKN: 5, CRYPTO, PADDING"
"5163","189.574136","142.250.195.163","192.168.0.185","QUIC","350","Protected Payload (KP0)"
"5164","189.574136","142.250.195.163","192.168.0.185","QUIC","984","Protected Payload (KP0)"
"5165","189.574800","142.250.195.163","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"5166","189.574800","142.250.195.163","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"5167","189.574800","142.250.195.163","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"5168","189.575444","192.168.0.185","142.250.195.163","QUIC","120","Handshake, DCID=e94cd5efd18f425e"
"5169","189.575665","192.168.0.185","142.250.195.163","QUIC","73","Protected Payload (KP0), DCID=e94cd5efd18f425e"
"5170","189.575865","192.168.0.185","142.250.195.163","QUIC","73","Protected Payload (KP0), DCID=e94cd5efd18f425e"
"5171","189.577735","142.250.195.163","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"5172","189.607440","192.168.0.185","142.250.195.163","QUIC","74","Protected Payload (KP0), DCID=e94cd5efd18f425e"
"5173","189.609557","142.250.195.163","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"5174","189.609557","142.250.195.163","192.168.0.185","QUIC","570","Protected Payload (KP0)"
"5175","189.610079","192.168.0.185","142.250.195.163","QUIC","75","Protected Payload (KP0), DCID=e94cd5efd18f425e"
"5176","189.610525","192.168.0.185","142.250.195.163","QUIC","79","Protected Payload (KP0), DCID=e94cd5efd18f425e"
"5177","189.611351","142.250.195.163","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"5178","189.612078","192.168.0.185","142.250.195.163","QUIC","75","Protected Payload (KP0), DCID=e94cd5efd18f425e"
"5179","189.653595","192.168.0.185","142.250.195.163","QUIC","72","Protected Payload (KP0), DCID=e94cd5efd18f425e"
"5180","189.653796","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5181","189.663240","142.250.195.163","192.168.0.185","QUIC","68","Protected Payload (KP0)"
"5182","189.664899","142.250.195.163","192.168.0.185","QUIC","69","Protected Payload (KP0)"
"5183","189.666156","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5186","190.044160","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5187","190.056126","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5188","190.074572","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5189","190.078977","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5190","190.686345","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"5191","190.699976","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"5194","190.884950","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5195","190.898006","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5196","191.351231","192.168.0.185","192.168.0.215","TCP","164","53355  >  8009 [PSH, ACK] Seq=4181 Ack=4181 Win=511 Len=110"
"5197","191.362595","192.168.0.215","192.168.0.185","TCP","164","8009  >  53355 [PSH, ACK] Seq=4181 Ack=4291 Win=1253 Len=110"
"5198","191.397189","192.168.0.185","148.113.9.58","TCP","55","[TCP Keep-Alive] 53260  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1"
"5199","191.412670","192.168.0.185","192.168.0.215","TCP","54","53355  >  8009 [ACK] Seq=4291 Ack=4291 Win=511 Len=0"
"5200","191.530129","148.113.9.58","192.168.0.185","TCP","66","[TCP Keep-Alive ACK] 443  >  53260 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"5202","191.957644","192.168.0.185","52.123.171.41","TLSv1.2","112","Application Data"
"5203","192.144505","52.123.171.41","192.168.0.185","TLSv1.2","101","Application Data"
"5204","192.194024","192.168.0.185","52.123.171.41","TCP","54","53240  >  443 [ACK] Seq=233 Ack=189 Win=511 Len=0"
"5205","192.502866","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5206","192.515535","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5207","193.065835","142.251.223.10","192.168.0.185","UDP","119","443  >  55190 Len=77"
"5208","193.067819","192.168.0.185","142.251.223.10","UDP","75","55190  >  443 Len=33"
"5209","193.068754","142.251.223.10","192.168.0.185","UDP","119","443  >  55190 Len=77"
"5210","193.069184","192.168.0.185","142.251.223.10","UDP","76","55190  >  443 Len=34"
"5211","193.270047","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5212","193.270363","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5213","193.281870","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5214","193.282145","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5215","193.485235","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5216","193.486142","192.168.0.185","172.64.155.209","TCP","54","53668  >  443 [FIN, ACK] Seq=9594 Ack=2602 Win=130816 Len=0"
"5217","193.489181","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5218","193.492488","172.64.155.209","192.168.0.185","TCP","54","443  >  53668 [FIN, ACK] Seq=2602 Ack=9595 Win=90112 Len=0"
"5219","193.492634","192.168.0.185","172.64.155.209","TCP","54","53668  >  443 [ACK] Seq=9595 Ack=2603 Win=130816 Len=0"
"5220","193.704859","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5221","193.721177","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5224","193.904579","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"5225","193.917396","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"5226","193.941130","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5227","193.952738","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5228","193.985048","192.168.0.185","172.64.155.209","TCP","66","53669  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5229","194.000283","172.64.155.209","192.168.0.185","TCP","66","443  >  53669 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"5230","194.000458","192.168.0.185","172.64.155.209","TCP","54","53669  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"5231","194.001721","192.168.0.185","172.64.155.209","TCP","1454","53669  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 5232]"
"5232","194.001721","192.168.0.185","172.64.155.209","TLSv1.3","614","Client Hello (SNI=chatgpt.com)"
"5233","194.025099","172.64.155.209","192.168.0.185","TCP","54","443  >  53669 [ACK] Seq=1 Ack=1961 Win=73728 Len=0"
"5234","194.025099","172.64.155.209","192.168.0.185","TLSv1.3","1429","Server Hello, Change Cipher Spec, Application Data"
"5235","194.026424","192.168.0.185","172.64.155.209","TLSv1.3","118","Change Cipher Spec, Application Data"
"5236","194.026672","192.168.0.185","172.64.155.209","TLSv1.3","146","Application Data"
"5237","194.027030","192.168.0.185","172.64.155.209","TCP","1454","53669  >  443 [ACK] Seq=2117 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 5241]"
"5238","194.027030","192.168.0.185","172.64.155.209","TCP","1454","53669  >  443 [ACK] Seq=3517 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 5241]"
"5239","194.027030","192.168.0.185","172.64.155.209","TCP","1454","53669  >  443 [ACK] Seq=4917 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 5241]"
"5240","194.027030","192.168.0.185","172.64.155.209","TCP","1454","53669  >  443 [ACK] Seq=6317 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 5241]"
"5241","194.027030","192.168.0.185","172.64.155.209","TLSv1.3","85","Application Data"
"5242","194.027152","192.168.0.185","172.64.155.209","TCP","1454","53669  >  443 [ACK] Seq=7748 Ack=1376 Win=130048 Len=1400 [TCP PDU reassembled in 5243]"
"5243","194.027152","192.168.0.185","172.64.155.209","TLSv1.3","103","Application Data"
"5244","194.030703","172.64.155.209","192.168.0.185","TLSv1.3","582","Application Data, Application Data"
"5245","194.030801","192.168.0.185","172.64.155.209","TCP","54","53669  >  443 [ACK] Seq=9197 Ack=1904 Win=131584 Len=0"
"5246","194.031163","192.168.0.185","172.64.155.209","TLSv1.3","85","Application Data"
"5247","194.043040","172.64.155.209","192.168.0.185","TLSv1.3","85","Application Data"
"5248","194.043040","172.64.155.209","192.168.0.185","TCP","54","443  >  53669 [ACK] Seq=1935 Ack=4917 Win=81920 Len=0"
"5249","194.043182","172.64.155.209","192.168.0.185","TCP","54","443  >  53669 [ACK] Seq=1935 Ack=7748 Win=81920 Len=0"
"5250","194.043182","172.64.155.209","192.168.0.185","TCP","54","443  >  53669 [ACK] Seq=1935 Ack=9197 Win=90112 Len=0"
"5251","194.093138","192.168.0.185","172.64.155.209","TCP","54","53669  >  443 [ACK] Seq=9228 Ack=1935 Win=131328 Len=0"
"5252","194.096380","172.64.155.209","192.168.0.185","TCP","54","443  >  53669 [ACK] Seq=1935 Ack=9228 Win=90112 Len=0"
"5253","194.171506","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5254","194.184277","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5255","194.391075","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5256","194.400036","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5258","194.808094","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5259","194.820334","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5260","195.011984","172.64.155.209","192.168.0.185","TLSv1.3","652","Application Data"
"5261","195.011984","172.64.155.209","192.168.0.185","TLSv1.3","101","Application Data"
"5262","195.012132","192.168.0.185","172.64.155.209","TCP","54","53669  >  443 [ACK] Seq=9228 Ack=2580 Win=130816 Len=0"
"5263","195.012410","172.64.155.209","192.168.0.185","TLSv1.3","85","Application Data"
"5264","195.012410","172.64.155.209","192.168.0.185","TCP","85","[TCP Retransmission] 443  >  53669 [PSH, ACK] Seq=2580 Ack=9228 Win=90112 Len=31"
"5265","195.012476","192.168.0.185","172.64.155.209","TCP","66","53669  >  443 [ACK] Seq=9228 Ack=2611 Win=130816 Len=0 SLE=2580 SRE=2611"
"5266","195.523237","142.251.221.110","192.168.0.185","UDP","79","443  >  62001 Len=37"
"5267","195.523237","142.251.221.110","192.168.0.185","UDP","79","443  >  62001 Len=37"
"5268","195.523670","192.168.0.185","142.251.221.110","UDP","76","62001  >  443 Len=34"
"5269","195.624110","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5270","195.629188","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5271","195.717558","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5272","195.730034","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5273","195.730414","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5274","195.733712","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5275","195.949608","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5276","195.962718","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5277","196.167176","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5278","196.182538","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5279","196.368464","192.168.0.185","192.168.0.215","TCP","164","53355  >  8009 [PSH, ACK] Seq=4291 Ack=4291 Win=511 Len=110"
"5280","196.379950","192.168.0.215","192.168.0.185","TCP","164","8009  >  53355 [PSH, ACK] Seq=4291 Ack=4401 Win=1253 Len=110"
"5281","196.383941","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5282","196.387748","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5283","196.429392","192.168.0.185","192.168.0.215","TCP","54","53355  >  8009 [ACK] Seq=4401 Ack=4401 Win=511 Len=0"
"5284","196.439383","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=d8e37a0723e6ba60, PKN: 1, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, PING, PADDING, PING, PING, PING, CRYPTO, PING, CRYPTO, CRYPTO, PING, PING, PING, CRYPTO"
"5285","196.439564","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=d8e37a0723e6ba60, PKN: 2, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, PING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"5286","196.439873","192.168.0.185","142.250.195.163","QUIC","122","0-RTT, DCID=d8e37a0723e6ba60"
"5287","196.440201","192.168.0.185","142.250.195.163","QUIC","834","0-RTT, DCID=d8e37a0723e6ba60"
"5288","196.442173","142.250.195.163","192.168.0.185","QUIC","82","Initial, SCID=f8e37a0723e6ba60, PKN: 1, ACK"
"5289","196.444525","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=f8e37a0723e6ba60, PKN: 2, ACK, PADDING"
"5290","196.460742","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=f8e37a0723e6ba60, PKN: 6, PADDING, PING, PADDING"
"5291","196.466309","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=f8e37a0723e6ba60, PKN: 3, ACK, PADDING"
"5292","196.476431","192.168.0.185","142.250.195.163","QUIC","1292","Initial, DCID=f8e37a0723e6ba60, PKN: 8, PADDING, PING, PADDING"
"5293","196.477436","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=f8e37a0723e6ba60, PKN: 4, CRYPTO, PADDING"
"5294","196.477436","142.250.195.163","192.168.0.185","QUIC","350","Protected Payload (KP0)"
"5295","196.477515","142.250.195.163","192.168.0.185","QUIC","984","Protected Payload (KP0)"
"5296","196.478387","192.168.0.185","142.250.195.163","QUIC","120","Handshake, DCID=f8e37a0723e6ba60"
"5297","196.478555","192.168.0.185","142.250.195.163","QUIC","73","Protected Payload (KP0), DCID=f8e37a0723e6ba60"
"5298","196.479544","142.250.195.163","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"5299","196.479544","142.250.195.163","192.168.0.185","QUIC","66","Protected Payload (KP0)"
"5300","196.479628","142.250.195.163","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"5301","196.479628","142.250.195.163","192.168.0.185","QUIC","1292","Initial, SCID=f8e37a0723e6ba60, PKN: 11, ACK, CRYPTO, PADDING"
"5302","196.479867","192.168.0.185","142.250.195.163","QUIC","73","Protected Payload (KP0), DCID=f8e37a0723e6ba60"
"5303","196.480742","142.250.195.163","192.168.0.185","QUIC","162","Protected Payload (KP0)"
"5304","196.480848","192.168.0.185","142.250.195.163","QUIC","75","Protected Payload (KP0), DCID=f8e37a0723e6ba60"
"5305","196.602080","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5306","196.611776","142.250.195.163","192.168.0.185","QUIC","559","Protected Payload (KP0)"
"5307","196.611776","142.250.195.163","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"5308","196.611948","142.250.195.163","192.168.0.185","QUIC","559","Protected Payload (KP0)"
"5309","196.611948","142.250.195.163","192.168.0.185","QUIC","64","Protected Payload (KP0)"
"5310","196.612372","192.168.0.185","142.250.195.163","QUIC","79","Protected Payload (KP0), DCID=f8e37a0723e6ba60"
"5311","196.612594","192.168.0.185","142.250.195.163","QUIC","75","Protected Payload (KP0), DCID=f8e37a0723e6ba60"
"5312","196.612685","192.168.0.185","142.250.195.163","QUIC","77","Protected Payload (KP0), DCID=f8e37a0723e6ba60"
"5313","196.612754","192.168.0.185","142.250.195.163","QUIC","79","Protected Payload (KP0), DCID=f8e37a0723e6ba60"
"5314","196.614923","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5315","196.614923","142.250.195.163","192.168.0.185","QUIC","67","Protected Payload (KP0)"
"5316","196.820957","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5317","196.833255","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5318","197.240698","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5319","197.241050","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5320","197.252622","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5321","197.252622","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5323","198.065101","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5324","198.077761","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5326","199.687437","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5327","199.699872","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5328","200.325169","192.168.0.185","142.250.183.142","UDP","71","56172  >  443 Len=29"
"5329","200.337486","142.250.183.142","192.168.0.185","UDP","68","443  >  56172 Len=26"
"5330","200.464977","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5331","200.478813","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5333","201.388766","192.168.0.185","192.168.0.215","TCP","164","53355  >  8009 [PSH, ACK] Seq=4401 Ack=4401 Win=511 Len=110"
"5334","201.403966","192.168.0.215","192.168.0.185","TCP","164","8009  >  53355 [PSH, ACK] Seq=4401 Ack=4511 Win=1253 Len=110"
"5335","201.450404","192.168.0.185","192.168.0.215","TCP","54","53355  >  8009 [ACK] Seq=4511 Ack=4511 Win=510 Len=0"
"5336","201.544317","192.168.0.185","148.113.9.58","TCP","55","[TCP Keep-Alive] 53260  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1"
"5337","201.572693","148.113.9.58","192.168.0.185","TCP","54","[TCP Keep-Alive] 443  >  53260 [ACK] Seq=0 Ack=2 Win=501 Len=0"
"5338","201.572777","192.168.0.185","148.113.9.58","TCP","54","[TCP Keep-Alive ACK] 53260  >  443 [ACK] Seq=2 Ack=1 Win=514 Len=0"
"5339","201.667591","148.113.9.58","192.168.0.185","TCP","66","[TCP Dup ACK 21#4] 443  >  53260 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"5340","202.136187","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5341","202.150200","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5345","202.846687","192.168.0.185","192.168.0.1","DNS","74","Standard query 0x97f7 A ab.chatgpt.com"
"5346","202.847417","192.168.0.185","192.168.0.1","DNS","74","Standard query 0xe95f HTTPS ab.chatgpt.com"
"5347","202.858291","192.168.0.1","192.168.0.185","DNS","106","Standard query response 0x97f7 A ab.chatgpt.com A 172.64.155.209 A 104.18.32.47"
"5348","202.858291","192.168.0.1","192.168.0.185","DNS","135","Standard query response 0xe95f HTTPS ab.chatgpt.com SOA hassan.ns.cloudflare.com"
"5349","202.859962","192.168.0.185","172.64.155.209","TCP","66","53670  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"5350","202.863184","172.64.155.209","192.168.0.185","TCP","66","443  >  53670 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"5351","202.863355","192.168.0.185","172.64.155.209","TCP","54","53670  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"5352","202.864578","192.168.0.185","172.64.155.209","TCP","1454","53670  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=1400 [TCP PDU reassembled in 5353]"
"5353","202.864578","192.168.0.185","172.64.155.209","TLSv1.3","649","Client Hello (SNI=ab.chatgpt.com)"
"5354","202.868041","172.64.155.209","192.168.0.185","TCP","54","443  >  53670 [ACK] Seq=1 Ack=1401 Win=73728 Len=0"
"5355","202.868041","172.64.155.209","192.168.0.185","TCP","54","443  >  53670 [ACK] Seq=1 Ack=1996 Win=73728 Len=0"
"5356","202.869305","172.64.155.209","192.168.0.185","TLSv1.3","1429","Server Hello, Change Cipher Spec, Application Data"
"5357","202.870311","192.168.0.185","172.64.155.209","TLSv1.3","118","Change Cipher Spec, Application Data"
"5358","202.870957","192.168.0.185","172.64.155.209","TLSv1.3","146","Application Data"
"5359","202.871336","192.168.0.185","172.64.155.209","TLSv1.3","566","Application Data"
"5360","202.871443","192.168.0.185","172.64.155.209","TLSv1.3","818","Application Data"
"5361","202.875659","172.64.155.209","192.168.0.185","TCP","54","443  >  53670 [ACK] Seq=1376 Ack=2152 Win=73728 Len=0"
"5362","202.875659","172.64.155.209","192.168.0.185","TLSv1.3","591","Application Data, Application Data"
"5363","202.875824","192.168.0.185","172.64.155.209","TCP","54","53670  >  443 [ACK] Seq=3428 Ack=1913 Win=131584 Len=0"
"5364","202.876185","192.168.0.185","172.64.155.209","TLSv1.3","85","Application Data"
"5365","202.878079","172.64.155.209","192.168.0.185","TCP","54","443  >  53670 [ACK] Seq=1913 Ack=3428 Win=81920 Len=0"
"5366","202.880040","192.168.0.185","52.123.171.42","TLSv1.2","104","Application Data"
"5367","202.900924","192.168.0.185","142.251.221.110","UDP","71","62001  >  443 Len=29"
"5368","202.913415","142.251.221.110","192.168.0.185","UDP","68","443  >  62001 Len=26"
"5369","202.919867","172.64.155.209","192.168.0.185","TCP","54","443  >  53670 [ACK] Seq=1913 Ack=3459 Win=81920 Len=0"
"5370","202.942005","172.64.155.209","192.168.0.185","TLSv1.3","979","Application Data"
"5371","202.942005","172.64.155.209","192.168.0.185","TLSv1.3","101","Application Data"
"5372","202.942146","192.168.0.185","172.64.155.209","TCP","54","53670  >  443 [ACK] Seq=3459 Ack=2885 Win=130560 Len=0"
"5373","202.942420","172.64.155.209","192.168.0.185","TLSv1.3","85","Application Data"
"5374","202.992547","192.168.0.185","172.64.155.209","TCP","54","53670  >  443 [ACK] Seq=3459 Ack=2916 Win=130560 Len=0"
"5375","203.000047","52.123.171.42","192.168.0.185","TLSv1.2","93","Application Data"
"5376","203.054914","192.168.0.185","52.123.171.42","TCP","54","53272  >  443 [ACK] Seq=301 Ack=235 Win=515 Len=0"
"5377","203.272921","192.168.0.185","3.233.158.25","TCP","55","[TCP Spurious Retransmission] 53666  >  443 [ACK] Seq=2041 Ack=4004 Win=131584 Len=1"
"5378","203.493230","192.168.0.185","172.64.155.209","TCP","54","53669  >  443 [FIN, ACK] Seq=9228 Ack=2611 Win=130816 Len=0"
"5379","203.493967","192.168.0.185","172.64.155.209","TCP","54","53670  >  443 [FIN, ACK] Seq=3459 Ack=2916 Win=130560 Len=0"
"5380","203.507991","172.64.155.209","192.168.0.185","TCP","54","443  >  53669 [FIN, ACK] Seq=2611 Ack=9229 Win=90112 Len=0"
"5381","203.507991","172.64.155.209","192.168.0.185","TCP","54","443  >  53670 [FIN, ACK] Seq=2916 Ack=3460 Win=81920 Len=0"
"5382","203.508138","192.168.0.185","172.64.155.209","TCP","54","53669  >  443 [ACK] Seq=9229 Ack=2612 Win=130816 Len=0"
"5383","203.508270","192.168.0.185","172.64.155.209","TCP","54","53670  >  443 [ACK] Seq=3460 Ack=2917 Win=130560 Len=0"
"5385","206.418151","192.168.0.185","192.168.0.215","TCP","164","53355  >  8009 [PSH, ACK] Seq=4511 Ack=4511 Win=510 Len=110"
"5386","206.430425","192.168.0.215","192.168.0.185","TCP","164","8009  >  53355 [PSH, ACK] Seq=4511 Ack=4621 Win=1253 Len=110"
"5387","206.480223","192.168.0.185","192.168.0.215","TCP","54","53355  >  8009 [ACK] Seq=4621 Ack=4621 Win=510 Len=0"
"5388","206.884924","192.168.0.185","142.251.223.10","UDP","71","55190  >  443 Len=29"
"5389","206.892025","142.251.223.10","192.168.0.185","UDP","67","443  >  55190 Len=25"
"5390","208.426726","142.251.221.170","192.168.0.185","UDP","201","443  >  57261 Len=159"
"5391","208.428608","192.168.0.185","142.251.221.170","UDP","75","57261  >  443 Len=33"
"5392","208.628031","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5393","208.633976","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5394","208.844162","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
"5395","208.857240","142.251.221.170","192.168.0.185","UDP","67","443  >  57261 Len=25"
"5396","209.062097","192.168.0.185","142.251.221.170","UDP","71","57261  >  443 Len=29"
